193	363	0.1
165	36	0.1
584	130	0.1
621	244	0.1
83	394	0.1
56	680	0.1
885	745	0.1
586	752	0.1
223	877	0.1
46	239	0.1
800	336	0.1
738	197	0.1
193	987	0.1
154	545	0.1
272	278	0.1
815	95	0.1
545	100	0.1
282	363	0.1
502	235	0.1
654	518	0.1
686	549	0.1
545	489	0.1
643	659	0.1
332	7	0.1
713	8	0.1
699	978	0.1
746	452	0.1
615	361	0.1
253	386	0.1
306	672	0.1
921	932	0.1
258	527	0.1
708	784	0.1
571	768	0.1
648	869	0.1
50	708	0.1
101	36	0.1
30	463	0.1
601	919	0.1
667	650	0.1
574	990	0.1
330	180	0.1
465	408	0.1
410	121	0.1
917	408	0.1
8	464	0.1
362	139	0.1
244	239	0.1
821	705	0.1
705	239	0.1
177	698	0.1
975	821	0.1
462	982	0.1
481	238	0.1
210	202	0.1
235	272	0.1
394	317	0.1
776	465	0.1
126	512	0.1
216	862	0.1
648	784	0.1
408	22	0.1
154	239	0.1
990	867	0.1
535	686	0.1
702	533	0.1
465	561	0.1
239	797	0.1
626	866	0.1
869	980	0.1
797	770	0.1
272	66	0.1
980	990	0.1
272	193	0.1
102	928	0.1
465	676	0.1
996	569	0.1
256	586	0.1
465	215	0.1
353	791	0.1
408	31	0.1
9	621	0.1
496	487	0.1
621	306	0.1
641	636	0.1
226	210	0.1
710	703	0.1
394	280	0.1
452	17	0.1
730	643	0.1
875	787	0.1
549	734	0.1
284	647	0.1
108	655	0.1
38	634	0.1
500	64	0.1
465	294	0.1
730	683	0.1
872	138	0.1
791	578	0.1
465	421	0.1
710	898	0.1
613	193	0.1
562	829	0.1
507	452	0.1
416	904	0.1
71	428	0.1
922	997	0.1
416	453	0.1
328	703	0.1
847	839	0.1
821	961	0.1
187	648	0.1
367	278	0.1
611	135	0.1
935	799	0.1
720	485	0.1
457	274	0.1
557	990	0.1
787	428	0.1
974	428	0.1
814	608	0.1
496	47	0.1
722	452	0.1
306	605	0.1
38	691	0.1
398	452	0.1
724	611	0.1
170	381	0.1
629	621	0.1
186	962	0.1
781	898	0.1
574	883	0.1
481	764	0.1
880	586	0.1
889	271	0.1
55	648	0.1
633	115	0.1
452	781	0.1
990	448	0.1
328	702	0.1
316	818	0.1
26	193	0.1
349	116	0.1
748	44	0.1
452	334	0.1
777	149	0.1
394	386	0.1
29	72	0.1
621	80	0.1
216	709	0.1
498	622	0.1
612	62	0.1
356	239	0.1
702	784	0.1
247	412	0.1
925	214	0.1
722	333	0.1
476	590	0.1
428	944	0.1
466	277	0.1
799	716	0.1
973	263	0.1
111	575	0.1
152	841	0.1
408	123	0.1
515	976	0.1
993	197	0.1
564	649	0.1
963	654	0.1
994	465	0.1
708	553	0.1
386	469	0.1
272	933	0.1
859	879	0.1
240	980	0.1
961	678	0.1
990	679	0.1
616	910	0.1
731	898	0.1
86	855	0.1
963	386	0.1
237	737	0.1
941	790	0.1
329	117	0.1
589	76	0.1
964	684	0.1
708	740	0.1
169	574	0.1
369	408	0.1
696	349	0.1
640	465	0.1
373	860	0.1
964	854	0.1
566	408	0.1
922	940	0.1
792	979	0.1
264	708	0.1
867	394	0.1
465	227	0.1
543	533	0.1
96	395	0.1
218	544	0.1
795	428	0.1
545	704	0.1
331	483	0.1
621	439	0.1
824	349	0.1
648	896	0.1
306	5	0.1
845	964	0.1
833	979	0.1
688	632	0.1
854	662	0.1
208	729	0.1
162	916	0.1
796	481	0.1
203	138	0.1
0	465	0.1
428	25	0.1
79	363	0.1
841	53	0.1
873	281	0.1
30	354	0.1
283	979	0.1
85	452	0.1
567	492	0.1
262	648	0.1
452	93	0.1
967	574	0.1
171	328	0.1
874	610	0.1
80	92	0.1
648	394	0.1
837	490	0.1
990	512	0.1
540	160	0.1
576	865	0.1
428	679	0.1
481	0	0.1
868	793	0.1
58	836	0.1
4	927	0.1
718	452	0.1
54	990	0.1
498	305	0.1
76	545	0.1
237	428	0.1
386	348	0.1
59	747	0.1
168	249	0.1
466	986	0.1
781	80	0.1
701	905	0.1
990	18	0.1
744	386	0.1
886	671	0.1
797	685	0.1
681	722	0.1
87	452	0.1
648	759	0.1
73	302	0.1
479	681	0.1
890	191	0.1
789	854	0.1
648	676	0.1
170	707	0.1
452	72	0.1
498	769	0.1
799	947	0.1
703	450	0.1
279	340	0.1
533	377	0.1
468	585	0.1
590	472	0.1
306	362	0.1
655	730	0.1
349	873	0.1
708	57	0.1
318	944	0.1
232	171	0.1
396	14	0.1
155	938	0.1
625	576	0.1
452	170	0.1
574	618	0.1
427	880	0.1
710	271	0.1
588	286	0.1
553	355	0.1
825	239	0.1
594	386	0.1
86	819	0.1
465	642	0.1
675	654	0.1
836	393	0.1
31	70	0.1
485	917	0.1
79	735	0.1
239	984	0.1
386	273	0.1
148	836	0.1
368	156	0.1
860	416	0.1
648	781	0.1
287	648	0.1
205	827	0.1
586	648	0.1
800	727	0.1
708	386	0.1
850	996	0.1
238	597	0.1
916	735	0.1
836	85	0.1
979	76	0.1
990	847	0.1
490	818	0.1
932	52	0.1
165	986	0.1
944	439	0.1
181	532	0.1
421	188	0.1
479	10	0.1
556	618	0.1
926	86	0.1
20	946	0.1
421	379	0.1
191	891	0.1
573	256	0.1
574	518	0.1
625	516	0.1
648	700	0.1
142	408	0.1
191	877	0.1
591	823	0.1
365	746	0.1
930	589	0.1
194	477	0.1
177	465	0.1
122	730	0.1
686	519	0.1
692	13	0.1
930	983	0.1
620	239	0.1
120	441	0.1
58	122	0.1
461	72	0.1
272	674	0.1
272	839	0.1
397	654	0.1
979	44	0.1
299	726	0.1
165	45	0.1
686	6	0.1
438	320	0.1
99	130	0.1
18	652	0.1
910	574	0.1
973	525	0.1
632	600	0.1
386	488	0.1
840	957	0.1
176	558	0.1
373	675	0.1
311	613	0.1
129	632	0.1
502	408	0.1
705	940	0.1
212	132	0.1
998	648	0.1
465	110	0.1
270	64	0.1
400	428	0.1
82	731	0.1
789	842	0.1
696	315	0.1
272	178	0.1
313	38	0.1
132	481	0.1
898	532	0.1
711	982	0.1
336	365	0.1
437	465	0.1
413	826	0.1
553	154	0.1
836	298	0.1
314	587	0.1
149	715	0.1
349	546	0.1
950	648	0.1
980	194	0.1
683	306	0.1
570	851	0.1
219	348	0.1
301	133	0.1
970	622	0.1
400	452	0.1
328	471	0.1
9	914	0.1
871	995	0.1
894	819	0.1
19	272	0.1
268	713	0.1
855	453	0.1
758	533	0.1
386	738	0.1
830	787	0.1
737	43	0.1
347	483	0.1
55	191	0.1
401	394	0.1
239	203	0.1
654	611	0.1
563	355	0.1
160	927	0.1
754	977	0.1
342	648	0.1
193	472	0.1
947	329	0.1
177	591	0.1
854	873	0.1
782	779	0.1
481	895	0.1
137	926	0.1
901	450	0.1
198	287	0.1
833	145	0.1
648	596	0.1
130	146	0.1
86	654	0.1
990	921	0.1
40	766	0.1
73	648	0.1
452	569	0.1
648	359	0.1
830	648	0.1
657	460	0.1
360	445	0.1
348	417	0.1
287	452	0.1
574	833	0.1
990	391	0.1
185	825	0.1
366	359	0.1
414	910	0.1
736	648	0.1
465	327	0.1
368	898	0.1
348	702	0.1
535	585	0.1
621	990	0.1
623	833	0.1
426	240	0.1
898	481	0.1
895	329	0.1
754	191	0.1
870	582	0.1
648	127	0.1
622	402	0.1
264	69	0.1
590	560	0.1
328	939	0.1
401	49	0.1
435	250	0.1
713	495	0.1
944	586	0.1
452	261	0.1
472	906	0.1
934	648	0.1
194	574	0.1
528	452	0.1
868	750	0.1
944	409	0.1
443	903	0.1
89	459	0.1
428	93	0.1
692	990	0.1
833	769	0.1
465	328	0.1
686	706	0.1
452	345	0.1
224	775	0.1
457	272	0.1
813	291	0.1
420	921	0.1
559	986	0.1
917	299	0.1
249	452	0.1
708	760	0.1
552	767	0.1
481	647	0.1
988	426	0.1
810	586	0.1
716	120	0.1
209	608	0.1
574	875	0.1
659	290	0.1
730	193	0.1
107	380	0.1
566	885	0.1
513	755	0.1
896	349	0.1
522	611	0.1
685	202	0.1
918	394	0.1
231	648	0.1
781	377	0.1
274	452	0.1
787	465	0.1
984	84	0.1
842	272	0.1
743	551	0.1
409	877	0.1
488	378	0.1
383	702	0.1
459	465	0.1
575	74	0.1
500	756	0.1
311	680	0.1
160	832	0.1
974	394	0.1
76	328	0.1
574	193	0.1
452	428	0.1
670	261	0.1
318	833	0.1
447	269	0.1
990	452	0.1
936	503	0.1
873	93	0.1
990	384	0.1
916	983	0.1
938	836	0.1
518	771	0.1
452	686	0.1
334	653	0.1
915	465	0.1
839	915	0.1
147	167	0.1
328	648	0.1
294	661	0.1
562	898	0.1
149	465	0.1
195	926	0.1
328	621	0.1
451	751	0.1
944	332	0.1
328	355	0.1
93	800	0.1
566	467	0.1
172	405	0.1
850	751	0.1
705	574	0.1
880	871	0.1
249	586	0.1
928	202	0.1
619	327	0.1
474	322	0.1
9	681	0.1
685	193	0.1
588	272	0.1
228	686	0.1
563	557	0.1
702	301	0.1
465	514	0.1
213	574	0.1
989	785	0.1
877	888	0.1
846	338	0.1
428	562	0.1
698	611	0.1
683	611	0.1
259	936	0.1
12	239	0.1
206	239	0.1
574	297	0.1
9	867	0.1
94	831	0.1
174	428	0.1
657	574	0.1
447	339	0.1
996	632	0.1
799	578	0.1
478	349	0.1
990	833	0.1
758	783	0.1
927	449	0.1
55	802	0.1
460	335	0.1
391	410	0.1
191	394	0.1
425	749	0.1
38	602	0.1
676	682	0.1
286	980	0.1
873	510	0.1
513	272	0.1
563	717	0.1
128	765	0.1
843	648	0.1
612	328	0.1
743	366	0.1
165	170	0.1
599	822	0.1
761	459	0.1
995	913	0.1
542	92	0.1
773	611	0.1
738	323	0.1
786	94	0.1
392	697	0.1
563	67	0.1
964	648	0.1
972	930	0.1
177	838	0.1
262	456	0.1
656	702	0.1
574	997	0.1
110	54	0.1
417	545	0.1
14	15	0.1
860	49	0.1
702	43	0.1
150	648	0.1
126	452	0.1
461	496	0.1
675	229	0.1
907	957	0.1
271	89	0.1
103	726	0.1
85	333	0.1
867	373	0.1
702	666	0.1
869	76	0.1
826	263	0.1
287	488	0.1
627	578	0.1
272	826	0.1
785	593	0.1
428	934	0.1
310	98	0.1
452	427	0.1
364	723	0.1
526	563	0.1
924	654	0.1
481	440	0.1
705	194	0.1
574	680	0.1
925	788	0.1
559	672	0.1
183	936	0.1
854	250	0.1
36	306	0.1
655	613	0.1
394	204	0.1
936	658	0.1
477	586	0.1
622	994	0.1
549	888	0.1
990	260	0.1
176	465	0.1
536	38	0.1
634	380	0.1
761	944	0.1
833	568	0.1
193	774	0.1
356	908	0.1
180	944	0.1
325	846	0.1
378	790	0.1
34	911	0.1
460	533	0.1
426	76	0.1
336	784	0.1
525	408	0.1
239	456	0.1
419	348	0.1
892	465	0.1
452	343	0.1
408	986	0.1
732	481	0.1
986	229	0.1
888	386	0.1
557	877	0.1
569	246	0.1
267	379	0.1
799	534	0.1
562	787	0.1
452	609	0.1
465	738	0.1
811	545	0.1
51	586	0.1
111	629	0.1
194	93	0.1
85	648	0.1
467	961	0.1
279	252	0.1
547	388	0.1
567	802	0.1
572	583	0.1
593	1	0.1
484	322	0.1
632	452	0.1
835	616	0.1
586	306	0.1
774	665	0.1
683	441	0.1
119	906	0.1
787	2	0.1
56	158	0.1
569	989	0.1
854	545	0.1
371	937	0.1
23	135	0.1
517	653	0.1
906	211	0.1
563	139	0.1
593	203	0.1
202	336	0.1
191	233	0.1
155	646	0.1
394	465	0.1
836	97	0.1
619	239	0.1
154	866	0.1
272	319	0.1
916	770	0.1
272	730	0.1
452	898	0.1
781	51	0.1
710	920	0.1
586	452	0.1
221	523	0.1
363	685	0.1
890	673	0.1
465	805	0.1
686	815	0.1
713	296	0.1
5	621	0.1
579	903	0.1
921	480	0.1
701	640	0.1
239	812	0.1
89	162	0.1
253	443	0.1
648	992	0.1
328	723	0.1
422	911	0.1
89	930	0.1
686	407	0.1
551	408	0.1
9	983	0.1
697	964	0.1
949	720	0.1
465	245	0.1
708	272	0.1
293	214	0.1
272	813	0.1
782	880	0.1
845	702	0.1
49	833	0.1
89	997	0.1
611	545	0.1
149	287	0.1
558	624	0.1
630	398	0.1
437	898	0.1
930	203	0.1
702	817	0.1
203	328	0.1
590	889	0.1
550	980	0.1
96	907	0.1
679	236	0.1
102	80	0.1
287	394	0.1
921	836	0.1
519	969	0.1
508	923	0.1
182	272	0.1
654	765	0.1
990	723	0.1
882	800	0.1
313	697	0.1
730	577	0.1
104	522	0.1
295	177	0.1
111	787	0.1
